DimR	Embedding	Assay	G-protein	Layer	Score
PCA	ebret	ebBRET	GNA15	3	0.0
PCA	ebret	ebBRET	GNA15	4	0.0
PCA	ebret	ebBRET	GNA15	8	0.0
PCA	ebret	ebBRET	GNA15	20	0.0
PCA	ebret	ebBRET	GNA15	23	0.0
PCA	ebret	ebBRET	GNA15	24	0.0
PCA	ebret	ebBRET	GNA15	27	0.0
PCA	ebret	ebBRET	GNA15	28	0.0
PCA	ebret	ebBRET	GNA15	29	0.0
PCA	ebret	ebBRET	GNA15	30	0.0
PCA	ebret	ebBRET	GNA14	5	0.049
PCA	ebret	ebBRET	GNA14	14	0.023
PCA	ebret	ebBRET	GNA14	17	0.023
PCA	ebret	ebBRET	GNA14	22	0.023
PCA	ebret	ebBRET	GNA14	13	0.022
PCA	ebret	ebBRET	GNA14	15	0.022
PCA	ebret	ebBRET	GNA14	26	0.019
PCA	ebret	ebBRET	GNA14	25	0.015
PCA	ebret	ebBRET	GNA14	11	0.012
PCA	ebret	ebBRET	GNA14	21	0.012
PCA	ebret	ebBRET	GNA14	33	0.011
PCA	ebret	ebBRET	GNA14	2	0.007
PCA	ebret	ebBRET	GNA14	16	0.007
PCA	ebret	ebBRET	GNA14	18	0.006
PCA	ebret	ebBRET	GNA14	12	0.004
PCA	ebret	ebBRET	GNA14	6	0.002
PCA	ebret	ebBRET	GNA14	19	0.002
PCA	ebret	ebBRET	GNA14	0	0.001
PCA	ebret	ebBRET	GNA14	7	0.001
PCA	ebret	ebBRET	GNA14	9	0.001
PCA	ebret	ebBRET	GNA14	10	0.001
PCA	ebret	ebBRET	GNA14	31	0.001
PCA	ebret	ebBRET	GNA14	32	0.001
PCA	ebret	ebBRET	GNA14	1	0.0
PCA	ebret	ebBRET	GNA14	3	0.0
PCA	ebret	ebBRET	GNA14	4	0.0
PCA	ebret	ebBRET	GNA14	8	0.0
PCA	ebret	ebBRET	GNA14	20	0.0
PCA	ebret	ebBRET	GNA14	23	0.0
PCA	ebret	ebBRET	GNA14	24	0.0
PCA	ebret	ebBRET	GNA14	27	0.0
PCA	ebret	ebBRET	GNA14	28	0.0
PCA	ebret	ebBRET	GNA14	29	0.0
PCA	ebret	ebBRET	GNA14	30	0.0
PCA	ebret	ebBRET	GNA13	5	0.049
PCA	ebret	ebBRET	GNA13	14	0.023
PCA	ebret	ebBRET	GNA13	17	0.023
PCA	ebret	ebBRET	GNA13	22	0.023
PCA	ebret	ebBRET	GNA13	13	0.022
PCA	ebret	ebBRET	GNA13	15	0.022
PCA	ebret	ebBRET	GNA13	26	0.019
PCA	ebret	ebBRET	GNA13	25	0.015
PCA	ebret	ebBRET	GNA13	11	0.012
PCA	ebret	ebBRET	GNA13	21	0.012
PCA	ebret	ebBRET	GNA13	33	0.011
PCA	ebret	ebBRET	GNA13	2	0.007
PCA	ebret	ebBRET	GNA13	16	0.007
PCA	ebret	ebBRET	GNA13	18	0.006
PCA	ebret	ebBRET	GNA13	12	0.004
PCA	ebret	ebBRET	GNA13	6	0.002
PCA	ebret	ebBRET	GNA13	19	0.002
PCA	ebret	ebBRET	GNA13	0	0.001
PCA	ebret	ebBRET	GNA13	7	0.001
PCA	ebret	ebBRET	GNA13	9	0.001
PCA	ebret	ebBRET	GNA13	10	0.001
PCA	ebret	ebBRET	GNA13	31	0.001
PCA	ebret	ebBRET	GNA13	32	0.001
PCA	ebret	ebBRET	GNA13	1	0.0
PCA	ebret	ebBRET	GNA13	3	0.0
PCA	ebret	ebBRET	GNA13	4	0.0
PCA	ebret	ebBRET	GNA13	8	0.0
PCA	ebret	ebBRET	GNA13	20	0.0
PCA	ebret	ebBRET	GNA13	23	0.0
PCA	ebret	ebBRET	GNA13	24	0.0
PCA	ebret	ebBRET	GNA13	27	0.0
PCA	ebret	ebBRET	GNA13	28	0.0
PCA	ebret	ebBRET	GNA13	29	0.0
PCA	ebret	ebBRET	GNA13	30	0.0
PCA	ebret	ebBRET	GNA12	5	0.049
PCA	ebret	ebBRET	GNA12	14	0.023
PCA	ebret	ebBRET	GNA12	17	0.023
PCA	ebret	ebBRET	GNA12	22	0.023
PCA	ebret	ebBRET	GNA12	13	0.022
PCA	ebret	ebBRET	GNA12	15	0.022
PCA	ebret	ebBRET	GNA12	26	0.019
PCA	ebret	ebBRET	GNA12	25	0.015
PCA	ebret	ebBRET	GNA12	11	0.012
PCA	ebret	ebBRET	GNA12	21	0.012
PCA	ebret	ebBRET	GNA12	33	0.011
PCA	ebret	ebBRET	GNA12	2	0.007
PCA	ebret	ebBRET	GNA12	16	0.007
PCA	ebret	ebBRET	GNA12	18	0.006
PCA	ebret	ebBRET	GNA12	12	0.004
PCA	ebret	ebBRET	GNA12	6	0.002
PCA	ebret	ebBRET	GNA12	19	0.002
PCA	ebret	ebBRET	GNA12	0	0.001
PCA	ebret	ebBRET	GNA12	7	0.001
PCA	ebret	ebBRET	GNA12	9	0.001
PCA	ebret	ebBRET	GNA12	10	0.001
PCA	ebret	ebBRET	GNA12	31	0.001
PCA	ebret	ebBRET	GNA12	32	0.001
PCA	ebret	ebBRET	GNA12	1	0.0
PCA	ebret	ebBRET	GNA12	3	0.0
PCA	ebret	ebBRET	GNA12	4	0.0
PCA	ebret	ebBRET	GNA12	8	0.0
PCA	ebret	ebBRET	GNA12	20	0.0
PCA	ebret	ebBRET	GNA12	23	0.0
PCA	ebret	ebBRET	GNA12	24	0.0
PCA	ebret	ebBRET	GNA12	27	0.0
PCA	ebret	ebBRET	GNA12	28	0.0
PCA	ebret	ebBRET	GNA12	29	0.0
PCA	ebret	ebBRET	GNA12	30	0.0
PCA	ebret	ebBRET	GNA11	5	0.049
PCA	ebret	ebBRET	GNA11	14	0.023
PCA	ebret	ebBRET	GNA11	17	0.023
PCA	ebret	ebBRET	GNA11	22	0.023
PCA	ebret	ebBRET	GNA11	13	0.022
PCA	ebret	ebBRET	GNA11	15	0.022
PCA	ebret	ebBRET	GNA11	26	0.019
PCA	ebret	ebBRET	GNA11	25	0.015
PCA	ebret	ebBRET	GNA11	11	0.012
PCA	ebret	ebBRET	GNA11	21	0.012
PCA	ebret	ebBRET	GNA11	33	0.011
PCA	ebret	ebBRET	GNA11	2	0.007
PCA	ebret	ebBRET	GNA11	16	0.007
PCA	ebret	ebBRET	GNA11	18	0.006
PCA	ebret	ebBRET	GNA11	12	0.004
PCA	ebret	ebBRET	GNA11	6	0.002
PCA	ebret	ebBRET	GNA11	19	0.002
PCA	ebret	ebBRET	GNA11	0	0.001
PCA	ebret	ebBRET	GNA11	7	0.001
PCA	ebret	ebBRET	GNA11	9	0.001
PCA	ebret	ebBRET	GNA11	10	0.001
PCA	ebret	ebBRET	GNA11	31	0.001
PCA	ebret	ebBRET	GNA11	32	0.001
PCA	ebret	ebBRET	GNA11	1	0.0
PCA	ebret	ebBRET	GNA11	3	0.0
PCA	ebret	ebBRET	GNA11	4	0.0
PCA	ebret	ebBRET	GNA11	8	0.0
PCA	ebret	ebBRET	GNA11	20	0.0
PCA	ebret	ebBRET	GNA11	23	0.0
PCA	ebret	ebBRET	GNA11	24	0.0
PCA	ebret	ebBRET	GNA11	27	0.0
PCA	ebret	ebBRET	GNA11	28	0.0
PCA	ebret	ebBRET	GNA11	29	0.0
PCA	ebret	ebBRET	GNA11	30	0.0
PCA	ebret	ebBRET	Barr2-GRK2	5	0.049
PCA	ebret	ebBRET	Barr2-GRK2	14	0.023
PCA	ebret	ebBRET	Barr2-GRK2	17	0.023
PCA	ebret	ebBRET	Barr2-GRK2	22	0.023
PCA	ebret	ebBRET	Barr2-GRK2	13	0.022
PCA	ebret	ebBRET	Barr2-GRK2	15	0.022
PCA	ebret	ebBRET	Barr2-GRK2	26	0.019
PCA	ebret	ebBRET	Barr2-GRK2	25	0.015
PCA	ebret	ebBRET	Barr2-GRK2	11	0.012
PCA	ebret	ebBRET	Barr2-GRK2	21	0.012
PCA	ebret	ebBRET	Barr2-GRK2	33	0.011
PCA	ebret	ebBRET	Barr2-GRK2	2	0.007
PCA	ebret	ebBRET	Barr2-GRK2	16	0.007
PCA	ebret	ebBRET	Barr2-GRK2	18	0.006
PCA	ebret	ebBRET	Barr2-GRK2	12	0.004
PCA	ebret	ebBRET	Barr2-GRK2	6	0.002
PCA	ebret	ebBRET	Barr2-GRK2	19	0.002
PCA	ebret	ebBRET	Barr2-GRK2	0	0.001
PCA	ebret	ebBRET	Barr2-GRK2	7	0.001
PCA	ebret	ebBRET	Barr2-GRK2	9	0.001
PCA	ebret	ebBRET	Barr2-GRK2	10	0.001
PCA	ebret	ebBRET	Barr2-GRK2	31	0.001
PCA	ebret	ebBRET	Barr2-GRK2	32	0.001
PCA	ebret	ebBRET	Barr2-GRK2	1	0.0
PCA	ebret	ebBRET	Barr2-GRK2	3	0.0
PCA	ebret	ebBRET	Barr2-GRK2	4	0.0
PCA	ebret	ebBRET	Barr2-GRK2	8	0.0
PCA	ebret	ebBRET	Barr2-GRK2	20	0.0
PCA	ebret	ebBRET	Barr2-GRK2	23	0.0
PCA	ebret	ebBRET	Barr2-GRK2	24	0.0
PCA	ebret	ebBRET	Barr2-GRK2	27	0.0
PCA	ebret	ebBRET	Barr2-GRK2	28	0.0
PCA	ebret	ebBRET	Barr2-GRK2	29	0.0
PCA	ebret	ebBRET	Barr2-GRK2	30	0.0
PCA	ebret	ebBRET	Barr2	5	0.053
PCA	ebret	ebBRET	Barr2	15	0.029
PCA	ebret	ebBRET	Barr2	16	0.024
PCA	ebret	ebBRET	Barr2	12	0.022
PCA	ebret	ebBRET	Barr2	14	0.02
PCA	ebret	ebBRET	Barr2	17	0.02
PCA	ebret	ebBRET	Barr2	22	0.02
PCA	ebret	ebBRET	Barr2	24	0.019
PCA	ebret	ebBRET	Barr2	13	0.017
PCA	ebret	ebBRET	Barr2	2	0.011
PCA	ebret	ebBRET	Barr2	19	0.011
PCA	ebret	ebBRET	Barr2	25	0.011
PCA	ebret	ebBRET	Barr2	21	0.01
PCA	ebret	ebBRET	Barr2	0	0.009
PCA	ebret	ebBRET	Barr2	10	0.008
PCA	ebret	ebBRET	Barr2	23	0.008
PCA	ebret	ebBRET	Barr2	31	0.008
PCA	ebret	ebBRET	Barr2	32	0.008
PCA	ebret	ebBRET	Barr2	9	0.007
PCA	ebret	ebBRET	Barr2	27	0.006
PCA	ebret	ebBRET	Barr2	20	0.005
PCA	ebret	ebBRET	Barr2	7	0.004
PCA	ebret	ebBRET	Barr2	28	0.004
PCA	ebret	ebBRET	Barr2	29	0.004
PCA	ebret	ebBRET	Barr2	33	0.004
PCA	ebret	ebBRET	Barr2	3	0.002
PCA	ebret	ebBRET	Barr2	18	0.002
PCA	ebret	ebBRET	Barr2	1	0.001
PCA	ebret	ebBRET	Barr2	6	0.001
PCA	ebret	ebBRET	Barr2	8	0.001
PCA	ebret	ebBRET	Barr2	11	0.001
PCA	ebret	ebBRET	Barr2	30	0.001
PCA	ebret	ebBRET	Barr2	4	0.0
PCA	ebret	ebBRET	Barr2	26	0.0
PCA	ebret	ebBRET	Barr1-GRK2	13	0.041
PCA	ebret	ebBRET	Barr1-GRK2	11	0.031
PCA	ebret	ebBRET	Barr1-GRK2	25	0.024
PCA	ebret	ebBRET	Barr1-GRK2	23	0.023
PCA	ebret	ebBRET	Barr1-GRK2	31	0.017
PCA	ebret	ebBRET	Barr1-GRK2	32	0.017
PCA	ebret	ebBRET	Barr1-GRK2	27	0.014
PCA	ebret	ebBRET	Barr1-GRK2	5	0.013
PCA	ebret	ebBRET	Barr1-GRK2	4	0.012
PCA	ebret	ebBRET	Barr1-GRK2	14	0.012
PCA	ebret	ebBRET	Barr1-GRK2	17	0.012
PCA	ebret	ebBRET	Barr1-GRK2	22	0.012
PCA	ebret	ebBRET	Barr1-GRK2	28	0.011
PCA	ebret	ebBRET	Barr1-GRK2	29	0.011
PCA	ebret	ebBRET	Barr1-GRK2	16	0.01
PCA	ebret	ebBRET	Barr1-GRK2	2	0.007
PCA	ebret	ebBRET	Barr1-GRK2	18	0.006
PCA	ebret	ebBRET	Barr1-GRK2	8	0.005
PCA	ebret	ebBRET	Barr1-GRK2	10	0.005
PCA	ebret	ebBRET	Barr1-GRK2	15	0.005
PCA	ebret	ebBRET	Barr1-GRK2	24	0.005
PCA	ebret	ebBRET	Barr1-GRK2	21	0.004
PCA	ebret	ebBRET	Barr1-GRK2	12	0.003
PCA	ebret	ebBRET	Barr1-GRK2	1	0.002
PCA	ebret	ebBRET	Barr1-GRK2	6	0.002
PCA	ebret	ebBRET	Barr1-GRK2	20	0.002
PCA	ebret	ebBRET	Barr1-GRK2	30	0.002
PCA	ebret	ebBRET	Barr1-GRK2	9	0.001
PCA	ebret	ebBRET	Barr1-GRK2	19	0.001
PCA	ebret	ebBRET	Barr1-GRK2	26	0.001
PCA	ebret	ebBRET	Barr1-GRK2	0	0.0
PCA	ebret	ebBRET	Barr1-GRK2	3	0.0
PCA	ebret	ebBRET	Barr1-GRK2	7	0.0
PCA	ebret	ebBRET	Barr1-GRK2	33	0.0
PCA	ebret	Shedding	GNAZ	1	0.078
PCA	ebret	Shedding	GNAZ	24	0.065
PCA	ebret	Shedding	GNAZ	0	0.048
PCA	ebret	Shedding	GNAZ	28	0.035
PCA	ebret	Shedding	GNAZ	18	0.029
PCA	ebret	Shedding	GNAZ	14	0.025
PCA	ebret	Shedding	GNAZ	17	0.024
PCA	ebret	Shedding	GNAZ	29	0.021
PCA	ebret	Shedding	GNAZ	7	0.02
PCA	ebret	Shedding	GNAZ	23	0.014
PCA	ebret	Shedding	GNAZ	26	0.014
PCA	ebret	Shedding	GNAZ	33	0.014
PCA	ebret	Shedding	GNAZ	31	0.011
PCA	ebret	Shedding	GNAZ	32	0.011
PCA	ebret	Shedding	GNAZ	4	0.01
PCA	ebret	Shedding	GNAZ	5	0.005
PCA	ebret	Shedding	GNAZ	6	0.005
PCA	ebret	Shedding	GNAZ	12	0.005
PCA	ebret	Shedding	GNAZ	27	0.004
PCA	ebret	Shedding	GNAZ	8	0.003
PCA	ebret	Shedding	GNAZ	13	0.003
PCA	ebret	Shedding	GNAZ	15	0.003
PCA	ebret	Shedding	GNAZ	30	0.003
PCA	ebret	Shedding	GNAZ	10	0.002
PCA	ebret	Shedding	GNAZ	16	0.002
PCA	ebret	Shedding	GNAZ	2	0.001
PCA	ebret	Shedding	GNAZ	20	0.001
PCA	ebret	Shedding	GNAZ	22	0.001
PCA	ebret	Shedding	GNAZ	3	0.0
PCA	ebret	Shedding	GNAZ	9	0.0
PCA	ebret	Shedding	GNAZ	11	0.0
PCA	ebret	Shedding	GNAZ	19	0.0
PCA	ebret	Shedding	GNAZ	21	0.0
PCA	ebret	Shedding	GNAZ	25	0.0
PCA	ebret	Shedding	GNAS	19	0.04
PCA	ebret	Shedding	GNAS	24	0.035
PCA	ebret	Shedding	GNAS	0	0.033
PCA	ebret	Shedding	GNAS	26	0.031
PCA	ebret	Shedding	GNAS	28	0.031
PCA	ebret	Shedding	GNAS	33	0.031
PCA	ebret	Shedding	GNAS	17	0.029
PCA	ebret	Shedding	GNAS	23	0.029
PCA	ebret	Shedding	GNAS	29	0.023
PCA	ebret	Shedding	GNAS	1	0.015
PCA	ebret	Shedding	GNAS	2	0.013
PCA	ebret	Shedding	GNAS	8	0.013
PCA	ebret	Shedding	GNAS	10	0.013
PCA	ebret	Shedding	GNAS	12	0.013
PCA	ebret	Shedding	GNAS	18	0.013
PCA	ebret	Shedding	GNAS	16	0.009
PCA	ebret	Shedding	GNAS	21	0.009
PCA	ebret	Shedding	GNAS	20	0.008
PCA	ebret	Shedding	GNAS	13	0.007
PCA	ebret	Shedding	GNAS	25	0.006
PCA	ebret	Shedding	GNAS	5	0.005
PCA	ebret	Shedding	GNAS	15	0.004
PCA	ebret	Shedding	GNAS	14	0.003
PCA	ebret	Shedding	GNAS	27	0.003
PCA	ebret	Shedding	GNAS	7	0.002
PCA	ebret	Shedding	GNAS	11	0.002
PCA	ebret	Shedding	GNAS	3	0.001
PCA	ebret	Shedding	GNAS	4	0.001
PCA	ebret	Shedding	GNAS	6	0.001
PCA	ebret	Shedding	GNAS	22	0.001
PCA	ebret	Shedding	GNAS	31	0.001
PCA	ebret	Shedding	GNAS	32	0.001
PCA	ebret	Shedding	GNAS	9	0.0
PCA	ebret	Shedding	GNAS	30	0.0
PCA	ebret	Shedding	GNAQ	18	0.064
PCA	ebret	Shedding	GNAQ	10	0.046
PCA	ebret	Shedding	GNAQ	25	0.045
PCA	ebret	Shedding	GNAQ	8	0.039
PCA	ebret	Shedding	GNAQ	14	0.03
PCA	ebret	Shedding	GNAQ	21	0.03
PCA	ebret	Shedding	GNAQ	0	0.027
PCA	ebret	Shedding	GNAQ	9	0.027
PCA	ebret	Shedding	GNAQ	7	0.02
PCA	ebret	Shedding	GNAQ	22	0.02
PCA	ebret	Shedding	GNAQ	24	0.016
PCA	ebret	Shedding	GNAQ	27	0.015
PCA	ebret	Shedding	GNAQ	6	0.014
PCA	ebret	Shedding	GNAQ	19	0.014
PCA	ebret	Shedding	GNAQ	29	0.009
PCA	ebret	Shedding	GNAQ	1	0.007
PCA	ebret	Shedding	GNAQ	20	0.006
PCA	ebret	Shedding	GNAQ	5	0.005
PCA	ebret	Shedding	GNAQ	26	0.002
PCA	ebret	Shedding	GNAQ	33	0.002
PCA	ebret	Shedding	GNAQ	2	0.001
PCA	ebret	Shedding	GNAQ	23	0.001
PCA	ebret	Shedding	GNAQ	31	0.001
PCA	ebret	Shedding	GNAQ	32	0.001
PCA	ebret	Shedding	GNAQ	3	0.0
PCA	ebret	Shedding	GNAQ	4	0.0
PCA	ebret	Shedding	GNAQ	11	0.0
PCA	ebret	Shedding	GNAQ	12	0.0
PCA	ebret	Shedding	GNAQ	13	0.0
PCA	ebret	Shedding	GNAQ	15	0.0
PCA	ebret	Shedding	GNAQ	16	0.0
PCA	ebret	Shedding	GNAQ	17	0.0
PCA	ebret	Shedding	GNAQ	28	0.0
PCA	ebret	Shedding	GNAQ	30	0.0
PCA	ebret	Shedding	GNAL	17	0.05
PCA	ebret	Shedding	GNAL	24	0.035
PCA	ebret	Shedding	GNAL	0	0.033
PCA	ebret	Shedding	GNAL	26	0.031
PCA	ebret	Shedding	GNAL	28	0.031
PCA	ebret	Shedding	GNAL	33	0.031
PCA	ebret	Shedding	GNAL	8	0.029
PCA	ebret	Shedding	GNAL	19	0.023
PCA	ebret	Shedding	GNAL	16	0.02
PCA	ebret	Shedding	GNAL	13	0.019
PCA	ebret	Shedding	GNAL	1	0.015
PCA	ebret	Shedding	GNAL	23	0.015
PCA	ebret	Shedding	GNAL	2	0.013
PCA	ebret	Shedding	GNAL	10	0.013
PCA	ebret	Shedding	GNAL	12	0.013
PCA	ebret	Shedding	GNAL	15	0.013
PCA	ebret	Shedding	GNAL	18	0.013
PCA	ebret	Shedding	GNAL	14	0.011
PCA	ebret	Shedding	GNAL	29	0.01
PCA	ebret	Shedding	GNAL	7	0.009
PCA	ebret	Shedding	GNAL	20	0.008
PCA	ebret	Shedding	GNAL	25	0.006
PCA	ebret	Shedding	GNAL	30	0.004
PCA	ebret	Shedding	GNAL	27	0.003
PCA	ebret	Shedding	GNAL	9	0.002
PCA	ebret	Shedding	GNAL	11	0.002
PCA	ebret	Shedding	GNAL	21	0.002
PCA	ebret	Shedding	GNAL	3	0.001
PCA	ebret	Shedding	GNAL	4	0.001
PCA	ebret	Shedding	GNAL	5	0.001
PCA	ebret	Shedding	GNAL	6	0.001
PCA	ebret	Shedding	GNAL	22	0.001
PCA	ebret	Shedding	GNAL	32	0.001
PCA	ebret	Shedding	GNAL	31	0.0
PCA	ebret	Shedding	GNAI3	18	0.108
PCA	ebret	Shedding	GNAI3	17	0.085
PCA	ebret	Shedding	GNAI3	19	0.048
PCA	ebret	Shedding	GNAI3	20	0.046
PCA	ebret	Shedding	GNAI3	4	0.042
PCA	ebret	Shedding	GNAI3	24	0.041
PCA	ebret	Shedding	GNAI3	23	0.029
PCA	ebret	Shedding	GNAI3	28	0.028
PCA	ebret	Shedding	GNAI3	22	0.026
PCA	ebret	Shedding	GNAI3	29	0.025
PCA	ebret	Shedding	GNAI3	8	0.024
PCA	ebret	Shedding	GNAI3	0	0.021
PCA	ebret	Shedding	GNAI3	26	0.017
PCA	ebret	Shedding	GNAI3	33	0.017
PCA	ebret	Shedding	GNAI3	25	0.015
PCA	ebret	Shedding	GNAI3	27	0.015
PCA	ebret	Shedding	GNAI3	16	0.013
PCA	ebret	Shedding	GNAI3	6	0.01
PCA	ebret	Shedding	GNAI3	1	0.009
PCA	ebret	Shedding	GNAI3	15	0.005
PCA	ebret	Shedding	GNAI3	30	0.005
PCA	ebret	Shedding	GNAI3	31	0.005
PCA	ebret	Shedding	GNAI3	10	0.004
PCA	ebret	Shedding	GNAI3	13	0.004
PCA	ebret	Shedding	GNAI3	2	0.003
PCA	ebret	Shedding	GNAI3	12	0.003
PCA	ebret	Shedding	GNAI3	3	0.002
PCA	ebret	Shedding	GNAI3	7	0.002
PCA	ebret	Shedding	GNAI3	9	0.002
PCA	ebret	Shedding	GNAI3	14	0.002
PCA	ebret	Shedding	GNAI3	21	0.002
PCA	ebret	Shedding	GNAI3	32	0.002
PCA	ebret	Shedding	GNAI3	5	0.001
PCA	ebret	Shedding	GNAI3	11	0.0
PCA	ebret	Shedding	GNAI1	17	0.068
PCA	ebret	Shedding	GNAI1	18	0.039
PCA	ebret	Shedding	GNAI1	20	0.037
PCA	ebret	Shedding	GNAI1	24	0.028
PCA	ebret	Shedding	GNAI1	4	0.025
PCA	ebret	Shedding	GNAI1	23	0.017
PCA	ebret	Shedding	GNAI1	22	0.016
PCA	ebret	Shedding	GNAI1	19	0.013
PCA	ebret	Shedding	GNAI1	28	0.012
PCA	ebret	Shedding	GNAI1	0	0.011
PCA	ebret	Shedding	GNAI1	13	0.011
PCA	ebret	Shedding	GNAI1	30	0.01
PCA	ebret	Shedding	GNAI1	31	0.01
PCA	ebret	Shedding	GNAI1	12	0.008
PCA	ebret	Shedding	GNAI1	1	0.007
PCA	ebret	Shedding	GNAI1	7	0.006
PCA	ebret	Shedding	GNAI1	9	0.006
PCA	ebret	Shedding	GNAI1	16	0.006
PCA	ebret	Shedding	GNAI1	27	0.006
PCA	ebret	Shedding	GNAI1	26	0.005
PCA	ebret	Shedding	GNAI1	32	0.005
PCA	ebret	Shedding	GNAI1	33	0.005
PCA	ebret	Shedding	GNAI1	5	0.004
PCA	ebret	Shedding	GNAI1	6	0.004
PCA	ebret	Shedding	GNAI1	29	0.003
PCA	ebret	Shedding	GNAI1	2	0.001
PCA	ebret	Shedding	GNAI1	3	0.001
PCA	ebret	Shedding	GNAI1	10	0.001
PCA	ebret	Shedding	GNAI1	15	0.001
PCA	ebret	Shedding	GNAI1	25	0.001
PCA	ebret	Shedding	GNAI1	8	0.0
PCA	ebret	Shedding	GNAI1	11	0.0
PCA	ebret	Shedding	GNAI1	14	0.0
PCA	ebret	Shedding	GNAI1	21	0.0
PCA	ebret	Shedding	GNA15	24	0.106
PCA	ebret	Shedding	GNA15	0	0.094
PCA	ebret	Shedding	GNA15	10	0.09
PCA	ebret	Shedding	GNA15	27	0.07
PCA	ebret	Shedding	GNA15	28	0.056
PCA	ebret	Shedding	GNA15	32	0.056
PCA	ebret	Shedding	GNA15	7	0.049
PCA	ebret	Shedding	GNA15	20	0.043
PCA	ebret	Shedding	GNA15	30	0.042
PCA	ebret	Shedding	GNA15	31	0.042
PCA	ebret	Shedding	GNA15	26	0.039
PCA	ebret	Shedding	GNA15	29	0.038
PCA	ebret	Shedding	GNA15	25	0.034
PCA	ebret	Shedding	GNA15	12	0.031
PCA	ebret	Shedding	GNA15	14	0.03
PCA	ebret	Shedding	GNA15	21	0.03
PCA	ebret	Shedding	GNA15	11	0.024
PCA	ebret	Shedding	GNA15	13	0.021
PCA	ebret	Shedding	GNA15	22	0.02
PCA	ebret	Shedding	GNA15	4	0.017
PCA	ebret	Shedding	GNA15	33	0.015
PCA	ebret	Shedding	GNA15	8	0.014
PCA	ebret	Shedding	GNA15	19	0.009
PCA	ebret	Shedding	GNA15	5	0.008
PCA	ebret	Shedding	GNA15	23	0.008
PCA	ebret	Shedding	GNA15	18	0.007
PCA	ebret	Shedding	GNA15	2	0.004
PCA	ebret	Shedding	GNA15	9	0.004
PCA	ebret	Shedding	GNA15	1	0.003
PCA	ebret	Shedding	GNA15	17	0.003
PCA	ebret	Shedding	GNA15	15	0.002
PCA	ebret	Shedding	GNA15	3	0.001
PCA	ebret	Shedding	GNA15	6	0.001
PCA	ebret	Shedding	GNA15	16	0.0
PCA	ebret	Shedding	GNA14	18	0.096
PCA	ebret	Shedding	GNA14	25	0.062
PCA	ebret	Shedding	GNA14	8	0.046
PCA	ebret	Shedding	GNA14	20	0.024
PCA	ebret	Shedding	GNA14	15	0.017
PCA	ebret	Shedding	GNA14	6	0.015
PCA	ebret	Shedding	GNA14	22	0.015
PCA	ebret	Shedding	GNA14	26	0.014
PCA	ebret	Shedding	GNA14	12	0.013
PCA	ebret	Shedding	GNA14	14	0.011
PCA	ebret	Shedding	GNA14	29	0.01
PCA	ebret	Shedding	GNA14	9	0.009
PCA	ebret	Shedding	GNA14	27	0.009
PCA	ebret	Shedding	GNA14	2	0.007
PCA	ebret	Shedding	GNA14	5	0.005
PCA	ebret	Shedding	GNA14	28	0.005
PCA	ebret	Shedding	GNA14	0	0.004
PCA	ebret	Shedding	GNA14	17	0.004
PCA	ebret	Shedding	GNA14	33	0.004
PCA	ebret	Shedding	GNA14	19	0.003
PCA	ebret	Shedding	GNA14	11	0.002
PCA	ebret	Shedding	GNA14	1	0.001
PCA	ebret	Shedding	GNA14	3	0.001
PCA	ebret	Shedding	GNA14	4	0.001
PCA	ebret	Shedding	GNA14	10	0.001
PCA	ebret	Shedding	GNA14	23	0.001
PCA	ebret	Shedding	GNA14	24	0.001
PCA	ebret	Shedding	GNA14	30	0.001
PCA	ebret	Shedding	GNA14	32	0.001
PCA	ebret	Shedding	GNA14	7	0.0
PCA	ebret	Shedding	GNA14	13	0.0
PCA	ebret	Shedding	GNA14	16	0.0
PCA	ebret	Shedding	GNA14	21	0.0
PCA	ebret	Shedding	GNA14	31	0.0
PCA	ebret	Shedding	GNA13	24	0.126
PCA	ebret	Shedding	GNA13	13	0.087
PCA	ebret	Shedding	GNA13	17	0.079
PCA	ebret	Shedding	GNA13	20	0.069
PCA	ebret	Shedding	GNA13	21	0.041
PCA	ebret	Shedding	GNA13	16	0.035
PCA	ebret	Shedding	GNA13	28	0.033
PCA	ebret	Shedding	GNA13	5	0.03
PCA	ebret	Shedding	GNA13	4	0.025
PCA	ebret	Shedding	GNA13	9	0.022
PCA	ebret	Shedding	GNA13	26	0.019
PCA	ebret	Shedding	GNA13	33	0.019
PCA	ebret	Shedding	GNA13	25	0.015
PCA	ebret	Shedding	GNA13	11	0.014
PCA	ebret	Shedding	GNA13	19	0.013
PCA	ebret	Shedding	GNA13	23	0.013
PCA	ebret	Shedding	GNA13	7	0.01
PCA	ebret	Shedding	GNA13	29	0.01
PCA	ebret	Shedding	GNA13	18	0.008
PCA	ebret	Shedding	GNA13	32	0.008
PCA	ebret	Shedding	GNA13	0	0.007
PCA	ebret	Shedding	GNA13	2	0.007
PCA	ebret	Shedding	GNA13	10	0.004
PCA	ebret	Shedding	GNA13	3	0.003
PCA	ebret	Shedding	GNA13	27	0.003
PCA	ebret	Shedding	GNA13	30	0.003
PCA	ebret	Shedding	GNA13	31	0.003
PCA	ebret	Shedding	GNA13	1	0.002
PCA	ebret	Shedding	GNA13	8	0.001
PCA	ebret	Shedding	GNA13	12	0.001
PCA	ebret	Shedding	GNA13	14	0.001
PCA	ebret	Shedding	GNA13	6	0.0
